id,Tipo, Asignatura,GRUPO,PE,SEMESTRE,Horas a la semana,Modalidad,Créditos,MODELO,NOMBRE(S),APELLIDOS,LIC MEFI,LCC MEFI,LIS MEFI,LA MEFI,LEM MEFI,LM cupo,CUPO MAX,Lunes,Aula1,Martes,Aula2,Miércoles,Aula3,Jueves,Aula4,Viernes,Aula5,Actualizado
DH-3,Obligatoria,Cartografía y Sistemas de Información Geográfica 1,A,DH,,,Regular,6,MEFI,JOSE ANTONIO,GONZALEZ ITURBE AHUMADA,,,,,,,,7:00 - 10:00,B4 (Ex Biblioteca),8:30 - 10:00,B4 (Ex Biblioteca),,,,,,,
DH-4,Obligatoria,Desarrollo Comunitario y Gestión,A,DH,,,Regular,8,MEFI,MARTHA ALEJANDRA,ARAGON QUINTAL,,,,,,,,9:00 - 13:30,B5 (Ex Biblioteca),,,,,,,,,
DH-5,Obligatoria,Diseño Básico,A,DH,,,Regular,6,MEFI,JOSE LUIS,COCOM HERRERA,,,,,,,,8:30 - 11:00,BOVEDA 1,9:00 - 11:00,BOVEDA 1,,,,,,,
DH-6,Obligatoria,Diseño Urbano Regional 1,A,DH,,,Regular,6,MEFI,KARLA LETICIA,ALFARO CALDERON,,,,,,,,19:00 - 20:30,48 A,16:00 - 19:00,57-2,,,,,,,
DH-7,Obligatoria,Diseño Urbano,A,DH,,,Regular,6,MEFI,AIDA GEORGINA,MARTINEZ ROSADO,,,,,,,,7:00 - 8:30,B5 (Ex Biblioteca),7:00 - 10:00,B5 (Ex Biblioteca),,,,,,,
DH-8,Obligatoria,Ecología,A,DH,,,Regular,7,MEFI,JUAN CARLOS,CHAB MEDINA,,,,,,,,7:00 - 10:00,B5 (Ex Biblioteca),8:30 - 10:00,B5 (Ex Biblioteca),,,,,,,
DH-9,Obligatoria,Ecosistemas Regionales y Desarrollo,B,DH,,,Regular,8,MEFI,UGO,GÓMEZ OLIVÁN,,,,,,,,8:30 - 10:00,57-2,8:30 - 11:30,57-2,,,,,,,
DH-10,Obligatoria,Equipamiento Urbano,A,DH,,,Regular,7,MEFI,SALMA PRISCILA,GALMICH FRANCO,,,,,,,,7:00 - 8:30,57-3,7:00 - 8:30,57-3,7:00 - 8:30,57-3,,,,,
DH-11,Obligatoria,Estadística,A,DH,,,Regular,8,MEFI,MANUEL JESUS,VAZQUEZ CARVAJAL,,,,,,,,11:00 - 12:30,B4 (Ex Biblioteca),11:00 - 14:00,B4 (Ex Biblioteca),,,,,,,
DH-12,Obligatoria,Evaluación Social y Ambiental de Proyectos,A,DH,,,Regular,6,MEFI,EDUARDO,BATLLORI SAMPEDRO,,,,,,,,8:30 - 10:00,57-3,7:00 - 10:00,57-3,,,,,,,
DH-13,Obligatoria,Financiamiento,B,DH,,,Regular,8,MEFI,ABRAHAM,ECHAZARRETA MORENO,,,,,,,,7:00 - 8:30,57-2,7:00 - 8:30,57-2,7:00 - 8:30,57-2,,,,,
DH-14,Obligatoria,Infraestructura Urbana,A,DH,,,Regular,6,MEFI,LUIS JORGE,GÓMEZ DURÁN,,,,,,,,17:00 - 20:00,57-2,17:00 - 18:30,B5 (Ex Biblioteca),,,,,,,
DH-15,Obligatoria,Legislación Urbana y Ambiental,A,DH,,,Regular,8,MEFI,PENDIENTE,POR CONFIRMAR,,,,,,,,16:00 - 17:30,B5 (Ex Biblioteca),16:00 - 19:00,BOVEDA 2,,,,,,,
DH-16,Obligatoria,Metodología y Técnicas de Investigación II,A,DH,,,Regular,8,MEFI,MARIO ALBERTO,GUTIERREZ Y HERNANDEZ,,,,,,,,17:30 - 20:30,B5 (Ex Biblioteca),19:00 - 20:30,B5 (Ex Biblioteca),,,,,,,
DH-17,Obligatoria,Metodología y Técnicas de Investigación,A,DH,,,Regular,7,MEFI,RUBI ELINA,RUIZ Y SABIDO,,,,,,,,10:00 - 11:30,B5 (Ex Biblioteca),10:00 - 13:00,B5 (Ex Biblioteca),,,,,,,
DH-18,Obligatoria,Planeamiento Urbano - Regional,A,DH,,,Regular,7,MEFI,OSCAR ULISES,BATÚN LARA,,,,,,,,17:00 - 18:30,48 A,17:00 - 20:00,57-4,,,,,,,
DH-19,Obligatoria,Políticas Públicas y Administración Municipal,B,DH,,,Regular,8,MEFI,KARLA LETICIA,ALFARO CALDERON,,,,,,,,16:00 - 19:00,BOVEDA 2,19:00 - 20:30,48 A,,,,,,,
DH-20,Obligatoria,Taller Terminal 1,A,DH,,,Regular,18,MEFI,KARLA ALEJANDRA,GONZALEZ AVILA,,,,,,,,17:00 - 21:00,BOVEDA 2,17:00 - 21:00,BOVEDA 2,17:00 - 21:00,BOVEDA 2,,,,,
DH-21,Obligatoria,Taller Terminal 2,A,DH,,,Regular,18,MEFI,MARTHA ALEJANDRA,ARAGON QUINTAL,,,,,,,,16:00 - 20:00,B5 (Ex Biblioteca),16:00 - 20:00,B5 (Ex Biblioteca),16:00 - 20:00,B5 (Ex Biblioteca),,,,,
DH-22,Obligatoria,Taller de Diseño y Desarrollo A Gestión,B,DH,,,Regular,12,MEFI,DANE AMAURY,SANTILLAN MORALES,,,,,,,,17:00 - 20:00,48 A,17:00 - 20:00,48 A,17:00 - 20:00,48 A,,,,,
DH-23,Obligatoria,Taller de Diseño y Desarrollo A Planeamiento,B,DH,,,Regular,12,MEFI,ROBERTO,REYES PEREZ,,,,,,,,13:00 - 16:00,57-3,13:00 - 16:00,57-3,13:00 - 16:00,57-3,,,,,
DH-24,Obligatoria,Taller de Diseño y Desarrollo A Proyectación,B,DH,,,Regular,12,MEFI,ERIC,FAJARDO COLLÍ,,,,,,,,16:00 - 19:00,48 C,16:00 - 19:00,BOVEDA 1,16:00 - 19:00,48 C,,,,,
DH-25,Obligatoria,Taller de Diseño y Desarrollo B Gestión,A,DH,,,Regular,12,MEFI,OSCAR ULISES,BATÚN LARA,,,,,,,,17:00 - 20:00,Centro Cultural 1,17:00 - 20:00,Centro Cultural 1,17:00 - 20:00,Centro Cultural 1,,,,,
DH-26,Obligatoria,Taller de Diseño y Desarrollo B Planeamiento,A,DH,,,Regular,12,MEFI,MARTHA BEATRIZ,VERDUGO CHAN,,,,,,,,16:00 - 19:00,57-2,16:00 - 19:00,57-2,16:00 - 19:00,57-2,,,,,
DH-27,Obligatoria,Taller de Diseño y Desarrollo B Proyectación,A,DH,,,Regular,12,MEFI,LAURA DEL SOCORRO,YAM FERNANDEZ,,,,,,,,16:00 - 19:00,57-3,16:00 - 19:00,57-3,16:00 - 19:00,57-3,,,,,
DH-28,Obligatoria,Teoría e Historia del Hábitat 1,A,DH,,,Regular,8,MEFI,ROBERTO,REYES PEREZ,,,,,,,,8:30 - 11:30,B5 (Ex Biblioteca),10:00 - 11:30,B5 (Ex Biblioteca),,,,,,,
DH-29,Obligatoria,Teoría e Historia del Hábitat 2,A,DH,,,Regular,8,MEFI,OSCAR ULISES,BATÚN LARA,,,,,,,,7:00 - 8:30,48 B,7:00 - 8:30,48 B,7:00 - 8:30,48 B,,,,,
DH-30,Obligatoria,Teorías del Desarrollo Económico Regional,A,DH,,,Regular,8,MEFI,DAVID,SALAS AVILA,,,,,,,,15:00 - 16:30,VIRTUAL,7:00 - 10:00,VIRTUAL,,,,,,,
DH-31,Obligatoria,Técnicas de Representación 1,A,DH,,,Regular,6,MEFI,YURI ALEJANDRINA,ALEJOS PECH,,,,,,,,7:00 - 8:30,B5 (Ex Biblioteca),7:00 - 10:00,B5 (Ex Biblioteca),,,,,,,
DH-32,Obligatoria,Técnicas de Representación 2,A,DH,,,Regular,6,MEFI,ERIDANI BEATRIZ,MAGAÑA MEDINA,,,,,,,,9:00 - 10:30,COMPUTO 2,9:00 - 12:00,COMPUTO 2,,,,,,,
DH-33,Optativa,Acuarela y Gouache,A,DH,,,Regular,8,MEFI,MERCEDES JULIETA,LUNA BRETON,,,,,,,,10:00 - 13:00,Centro Cultural 1,10:00 - 13:00,Centro Cultural 1,,,,,,,
DH-34,Optativa,Animación,A,DH,,,Regular,6,MEFI,RAMON FRANCISCO,ROSADO ROSADO,,,,,,,,18:00 - 20:00,B4 (Ex Biblioteca),18:00 - 20:00,B4 (Ex Biblioteca),,,,,,,
DH-35,Optativa,Apreciación Cinematográfica,A,DH,,,Regular,6,MEFI,MANUEL ALEJANDRO,ESCOFFIE DUARTE,,,,,,,,9:00 - 13:00,AUDIOVISUAL-50,,,,,,,,,
DH-36,Optativa,Biomímesis,A-MEFI,DH,,,Regular,6,MEFI,LUIS FERNANDO,BRITO CASTILLO,,,,,,,,7:00 - 8:30,48 A,7:30 - 10:00,48 A,,,,,,,
DH-37,Optativa,Ciudades Futuras,A,DH,,,Regular,6,MEFI,YOLANDA,FERNANDEZ MARTINEZ,,,,,,,,9:00 - 13:00,AULA MAGNA,,,,,,,,,
DH-38,Optativa,Dibujo al Natural,A,DH,,,Regular,6,MEFI,JUAN CARLOS,CHAB MEDINA,,,,,,,,10:00 - 14:00,BOVEDA 2,,,,,,,,,
DH-39,Optativa,Estrategias para el diseño sustentable,A,DH,,,Regular,6,MEFI,ARLEES YSRAEL,DIAZ SALAZAR,,,,,,,,18:00 - 20:00,VIRTUAL,18:00 - 20:00,VIRTUAL,,,,,,,
DH-40,Optativa,Formación de Emprendedores,A,DH,,,Regular,6,MEFI,HECTOR,CABAÑAS MARRUFO,,,,,,,,18:00 - 21:00,MUSEO 5,,,,,,,,,
DH-41,Optativa,Fotografía,A,DH,,,Regular,6,MEFI,ROGER IRAN,MENDEZ CARRILLO,,,,,,,,16:00 - 19:00,57-1,16:00 - 19:00,Corredores TUAV,,,,,,,
DH-42,Optativa,Fotografía,B,DH,,,Regular,6,MEFI,IGNACIO JOSE,RIVERO BULNES,,,,,,,,16:00 - 19:00,Corredores TUAV,16:00 - 19:00,57-1,,,,,,,
DH-43,Optativa,Fundamentos de la Fotografía,A,DH,,,Regular,6,MEFI,ROGER IRAN,MENDEZ CARRILLO,,,,,,,,13:00 - 16:00,57-4,,,,,,,,,
DH-44,Optativa,Fundamentos de la Fotografía,B,DH,,,Regular,6,MEFI,IGNACIO JOSE,RIVERO BULNES,,,,,,,,13:00 - 16:00,57-1,,,,,,,,,
DH-45,Optativa,Gestión del Estrés para estudiantes universitarios,A,DH,,,Regular,5,MEFI,CARLOS ALBERTO,LOPE GONZALEZ,,,,,,,,10:00 - 13:00,48 A,,,,,,,,,
DH-46,Optativa,Perspectiva a mano alzada,A,DH,,,Regular,6,MEFI,MERCEDES JULIETA,LUNA BRETON,,,,,,,,8:00 - 10:00,Centro Cultural 1,8:00 - 10:00,Centro Cultural 1,,,,,,,
DH-47,Optativa,Políticas Culturales,A,DH,,,Regular,6,MEFI,GIOVANNA ELIA MINERVA,MÉZQUITA MENDEZ,,,,,,,,7:00 - 10:00,AULA AZUL,,,,,,,,,
DH-48,Optativa,Taller de Dibujo al Natural,A,DH,,,Regular,6,MEFI,JUAN CARLOS,CHAB MEDINA,,,,,,,,10:00 - 14:00,BOVEDA 2,,,,,,,,,
DH-49,Optativa,Taller de Escritura Creativa,A,DH,,,Regular,4,MEFI,MARIO,MENDICUTI ABARCA,,,,,,,,8:00 - 9:30,48 D,8:00 - 9:30,57-4,,,,,,,
DH-50,Optativa,Taller experiemntal de cianotipia,A,DH,,,Regular,6,MEFI,POR CONFIRMAR,POR CONFIRMAR,,,,,,,,10:00 - 13:00,LABORATORIO FOTOGRAFICO 1,,,,,,,,,
DH-51,Optativa,Árboles para la Ciudad,A,DH,,,Regular,6,MEFI,LUIS FERNANDO,BRITO CASTILLO,,,,,,,,7:00 - 8:30,48 A,7:00 - 10:00,48 A,,,,,,,
DH-52,Optativa,Ilustración Digital,A,DH,,,Regular,6,MEFI,ANTONIO RENÉ,RUBIO CANTO,,,,,,,,13:00 - 15:00,COMPUTO 2,13:00 - 15:00,COMPUTO 2,,,,,,,
DH-53,Optativa,Arquitectura y Patrimonio (Maya),A,DH,,,Regular,5,MEFI,ANA LESLIE DEL CARMEN,ESCALANTE CANTO,,,,,,,,14:00 - 16:00,BOVEDA 2,14:00 - 16:00,BOVEDA 2,,,,,,,
DH-54,Optativa,Comunicación Verbal,A,DH,,,Regular,6,MEFI,CARLOS ALBERTO,LOPE GONZALEZ,,,,,,,,8:30 - 10:00,48 A,8:30 - 11:30,48 A,,,,,,,
DH-55,Optativa,Diseño Bioclimático,A,DH,,,Regular,6,MEFI,NOEMI MARCELA,LORIA BOTE,,,,,,,,9:00 - 11:00,VIRTUAL,9:00 - 11:00,VIRTUAL,,,,,,,
DH-56,Optativa,Presentación Digital de Proyectos y Maquetas Virtuales,A,DH,,,Regular,6,MEFI,VICTOR CUAHTÉMOC,CÁMARA BUENFIL,,,,,,,,17:00 - 19:30,VIRTUAL,18:00 - 20:00,VIRTUAL,,,,,,,
DH-57,Optativa,Tecnologías Alternativas,A,DH,,,Regular,8,MEFI,NOEMI MARCELA,LORIA BOTE,,,,,,,,9:00 - 12:00,VIRTUAL,9:00 - 10:30,VIRTUAL,,,,,,,
DH-58,Optativa,Topografía y Sistemas de Medición,B,DH,,,Regular,6,MEFI,DAVID ISRAEL,HU CIAU,,,,,,,,7:00 - 11:00,Salón Agencia,,,,,,,,,
DH-59,Optativa,Topografía y Sistemas de Medición,A,DH,,,Regular,6,MEFI,DAVID ISRAEL,HU CIAU,,,,,,,,7:00 - 11:00,AULA AZUL,,,,,,,,,
DH-60,Optativa,Vivienda,A,DH,,,Regular,7,MEFI,ALI,CAMPOS RUIZ,,,,,,,,11:00 - 13:00,57-2,11:00 - 13:00,57-2,,,,,,,
DH-61,Optativa,Arquitectura de Paisaje,A,DH,,,Regular,6,MEFI,GRACIELA DEL CARMEN,PERAZA CONTRERAS,,,,,,,,8:00 - 10:00,48 C,8:00 - 10:00,BOVEDA 2,,,,,,,
DH-62,Optativa,Cartografía y Sistemas de Información Geográfica 2,A,DH,,,Regular,6,MEFI,JOSE ANTONIO,GONZALEZ ITURBE AHUMADA,,,,,,,,7:00 - 8:30,B4 (Ex Biblioteca),7:00 - 10:00,B4 (Ex Biblioteca),,,,,,,
DH-63,Optativa,Género y Cultura,A,DH,,,Regular,8,MEFI,GLADYS NOEMÍ,ARANA LÓPEZ,,,,,,,,18:00 - 20:00,VIRTUAL,18:00 - 20:00,VIRTUAL,,,,,,,
DH-64,Optativa,Psicología Ambiental,B,DH,,,Regular,8,MEFI,CARLOS ALBERTO,LOPE GONZALEZ,,,,,,,,9:00 - 13:00,MUSEO 2,,,,,,,,,
DH-65,Optativa,Sociología Urbana,A,DH,,,Regular,8,MEFI,KARLA ALEJANDRA,GONZALEZ AVILA,,,,,,,,17:00 - 18:30,57-3,17:00 - 20:00,57-3,,,,,,,
DH-66,Optativa,Valuación Inmobiliaria,A,DH,,,Regular,7,MEFI,LUIS JORGE,GÓMEZ DURÁN,,,,,,,,9:00 - 13:30,MUSEO 4,,,,,,,,,
DH-67,Optativa,Valuación Inmobiliaria,A-MEFI,DH,,,Regular,7,MEFI,EDGAR,LAVIADA ARGÁEZ,,,,,,,,7:00 - 9:00,48 D,7:00 - 9:00,48 D,,,,,,,
DH-68,Optativa,Vialidad y Transporte,A,DH,,,Regular,8,MEFI,OSCAR ULISES,BATÚN LARA,,,,,,,,9:00 - 13:30,AULA AZUL,,,,,,,,,
AV-1,Obligatoria,Análisis Semiótico,A,AV,,,Regular,6,MEFI,JESUS ANTONIO,PEREZ ARANDA,,,,,,,,15:00 - 18:00,AUDIOVISUAL-50,,,,,,,,,
AV-2,Obligatoria,Análisis Semiótico,ACOMP,AV,,,Regular,6,MEFI,JESUS ANTONIO,PEREZ ARANDA,,,,,,,,21:00 - 22:00,Por definir,,,,,,,,,
AV-3,Obligatoria,Análisis Crítico del Arte,A,AV,,,Regular,6,MEFI,MARIA TERESA,MEZQUITA MENDEZ,,,,,,,,7:00 - 10:00,AUDIOVISUAL-50,,,,,,,,,
AV-4,Obligatoria,Análisis Crítico del Arte,ACOM,AV,,,Regular,6,MEFI,MARIA TERESA,MEZQUITA MENDEZ,,,,,,,,21:45 - 21:55,Por definir,,,,,,,,,
AV-5,Obligatoria,Aplicación de la Metodología y Técnicas de la Investigación en las Artes Visuales,A,AV,,,Regular,6,MEFI,ISELA GUADALUPE,GONZÁLEZ MARÍN,,,,,,,,15:00 - 18:00,AULA VERDE,,,,,,,,,
AV-6,Obligatoria,Aplicación de la Metodología y Técnicas de la Investigación en las Artes Visuales,ACOM,AV,,,Regular,6,MEFI,ISELA GUADALUPE,GONZÁLEZ MARÍN,,,,,,,,21:01 - 22:01,Por definir,,,,,,,,,
AV-7,Obligatoria,Arte Mexicano de los Siglos XVI al XXI,A,AV,,,Regular,6,MEFI,CUAUHTEMOC,FERNANDO GARCÉS FIERROS,,,,,,,,18:00 - 21:00,AUDIOVISUAL-50,,,,,,,,,
AV-8,Obligatoria,Arte Mexicano de los Siglos XVI al XXI,ACOM,AV,,,Regular,6,MEFI,CUAUHTEMOC,FERNANDO GARCÉS FIERROS,,,,,,,,21:03 - 22:03,Por definir,,,,,,,,,
AV-9,Obligatoria,Cultura Emprendedora,A,AV,,,Regular,6,MEFI,JUAN JOSÉ,SABIDO BASTARRACHEA,,,,,,,,18:00 - 21:00,AUDIOVISUAL-50,,,,,,,,,
AV-10,Obligatoria,Cultura Emprendedora,ACOM,AV,,,Regular,6,MEFI,JUAN JOSÉ,SABIDO BASTARRACHEA,,,,,,,,21:40 - 21:50,Por definir,,,,,,,,,
AV-11,Obligatoria,Cultura Maya,A,AV,,,Regular,6,MEFI,JORGE ALBERTO,DE JESUS MENDEZ ARCEO,,,,,,,,15:00 - 18:00,AUDIOVISUAL-50,,,,,,,,,
AV-12,Obligatoria,Cultura Maya,ACOM,AV,,,Regular,6,MEFI,JORGE ALBERTO,DE JESUS MENDEZ ARCEO,,,,,,,,21:00 - 22:00,Por definir,,,,,,,,,
AV-13,Obligatoria,Curaduría y Museografía,A,AV,,,Regular,6,MEFI,NAYELI AYDE,MARTINEZ SANCHEZ,,,,,,,,11:00 - 14:00,57-4,,,,,,,,,
AV-14,Obligatoria,Curaduría y Museografía,ACOM,AV,,,Regular,6,MEFI,NAYELI AYDE,MARTINEZ SANCHEZ,,,,,,,,21:15 - 22:15,Por definir,,,,,,,,,
AV-15,Obligatoria,"Desarrollo, Gestión y Evaluación de Proyectos",A,AV,,,Regular,6,MEFI,VERONICA,RODRIGUEZ SERRANO,,,,,,,,10:00 - 13:00,57-1,,,,,,,,,
AV-16,Obligatoria,"Desarrollo, Gestión y Evaluación de Proyectos",ACOM,AV,,,Regular,6,MEFI,VERONICA,RODRIGUEZ SERRANO,,,,,,,,21:19 - 22:19,Por definir,,,,,,,,,
AV-17,Obligatoria,Dibujo I,A,AV,,,Regular,8,MEFI,JENIFFER CRISTAL,GALEANA HURTADO,,,,,,,,14:30 - 17:30,Centro Cultural 1,14:30 - 17:30,Centro Cultural 1,,,,,,,
AV-18,Obligatoria,Dibujo I,B,AV,,,Regular,8,MEFI,MERCEDES JULIETA,LUNA BRETON,,,,,,,,10:00 - 13:00,Centro Cultural 1,10:00 - 13:00,Centro Cultural 1,,,,,,,
AV-19,Obligatoria,Dibujo I,ACOMP,AV,,,Regular,8,MEFI,JENIFFER CRISTAL,GALEANA HURTADO,,,,,,,,21:32 - 21:42,Centro Cultural 1,,,,,,,,,
AV-20,Obligatoria,Dibujo I,ACOMPAÑA,AV,,,Regular,8,MEFI,MERCEDES JULIETA,LUNA BRETON,,,,,,,,21:34 - 21:44,Centro Cultural 1,,,,,,,,,
AV-21,Obligatoria,Dibujo II,A,AV,,,Regular,8,MEFI,MAURICIO ANTONIO,COLLI TUN,,,,,,,,14:00 - 17:00,TALLER DE PINTURA,13:30 - 16:30,TALLER DE PINTURA,,,,,,,
AV-22,Obligatoria,Dibujo II,ACOMP,AV,,,Regular,8,MEFI,MAURICIO ANTONIO,COLLI TUN,,,,,,,,21:36 - 21:46,Por definir,,,,,,,,,
AV-23,Obligatoria,Escultura I,A,AV,,,Regular,8,MEFI,DAVID EDUARDO,MUÑOZ MAY,,,,,,,,10:00 - 16:00,Corredores-TUAV,,,,,,,,,
AV-24,Obligatoria,Escultura I,ACOMP,AV,,,Regular,8,MEFI,DAVID EDUARDO,MUÑOZ MAY,,,,,,,,20:30 - 21:30,Por definir,,,,,,,,,
AV-25,Obligatoria,Escultura II,A,AV,,,Regular,8,MEFI,JOSÉ EDUARDO,MÉNDEZ LÁZARO,,,,,,,,11:00 - 14:00,Corredores-TUAV,13:00 - 16:00,Corredores-TUAV,,,,,,,
AV-26,Obligatoria,Escultura II,B,AV,,,Regular,8,MEFI,EDGAR HUMBERTO,CANUL GONZALEZ,,,,,,,,9:00 - 15:00,Corredores-TUAV,,,,,,,,,
AV-27,Obligatoria,Escultura II,ACOMP,AV,,,Regular,8,MEFI,JOSÉ EDUARDO,MÉNDEZ LÁZARO,,,,,,,,21:20 - 21:30,Por definir,,,,,,,,,
AV-28,Obligatoria,Escultura II,ACOMPAÑ,AV,,,Regular,8,MEFI,EDGAR HUMBERTO,CANUL GONZALEZ,,,,,,,,21:22 - 21:30,Por definir,,,,,,,,,
AV-29,Obligatoria,Estampa I,A,AV,,,Regular,8,MEFI,JOSE EDUVIGES,POOL OJEDA,,,,,,,,10:00 - 13:00,ANEXO A,10:00 - 13:00,ANEXO A,,,,,,,
AV-30,Obligatoria,Estampa I,B,AV,,,Regular,8,MEFI,JOSE EDUVIGES,POOL OJEDA,,,,,,,,15:00 - 18:00,ANEXO A,15:00 - 18:00,ANEXO A,,,,,,,
AV-31,Obligatoria,Estampa I,ACOMP,AV,,,Regular,8,MEFI,JOSE EDUVIGES,POOL OJEDA,,,,,,,,21:30 - 21:40,Por definir,,,,,,,,,
AV-32,Obligatoria,Estampa II,A,AV,,,Regular,8,MEFI,MAURICIO ANTONIO,COLLI TUN,,,,,,,,8:00 - 14:00,ANEXO A,,,,,,,,,
AV-33,Obligatoria,Estampa II,B,AV,,,Regular,8,MEFI,MAURICIO ANTONIO,COLLI TUN,,,,,,,,8:00 - 14:00,ANEXO A,,,,,,,,,
AV-34,Obligatoria,Estampa II,ACOMP,AV,,,Regular,8,MEFI,MAURICIO ANTONIO,COLLI TUN,,,,,,,,20:50 - 21:00,Por definir,,,,,,,,,
