id,Tipo, Asignatura,GRUPO,PE,SEMESTRE,Horas a la semana,Modalidad,Créditos,MODELO,NOMBRE(S),APELLIDOS,LIC MEFI,LCC MEFI,LIS MEFI,LA MEFI,LEM MEFI,LM cupo,CUPO MAX,Lunes,Aula1,Martes,Aula2,Miércoles,Aula3,Jueves,Aula4,Viernes,Aula5,Actualizado
AV-35,Obligatoria,Estética Clásica,A,AV,,,Regular,6,MEFI,JESUS ANTONIO,PEREZ ARANDA,,,,,,,,10:00 - 13:00,AUDIOVISUAL-50,,,,,,,,,
AV-36,Obligatoria,Estética Clásica,ACOMP,AV,,,Regular,6,MEFI,JESUS ANTONIO,PEREZ ARANDA,,,,,,,,21:10 - 22:10,Por definir,,,,,,,,,
AV-37,Obligatoria,Estética Moderna y Contemporánea,A,AV,,,Regular,6,MEFI,NAYELI AYDE,MARTINEZ SANCHEZ,,,,,,,,15:00 - 18:00,MUSEO 1,,,,,,,,,
AV-38,Obligatoria,Estética Moderna y Contemporánea,ACOMP,AV,,,Regular,6,MEFI,NAYELI AYDE,MARTINEZ SANCHEZ,,,,,,,,21:22 - 22:22,Por definir,,,,,,,,,
AV-39,Obligatoria,Experimentación Audio Visual,A,AV,,,Regular,8,MEFI,RAMON FRANCISCO,ROSADO ROSADO,,,,,,,,15:00 - 18:00,B4 (Ex Biblioteca),15:00 - 18:00,B4 (Ex Biblioteca),,,,,,,
AV-40,Obligatoria,Experimentación Audio Visual,ACOMP,AV,,,Regular,8,MEFI,RAMON FRANCISCO,ROSADO ROSADO,,,,,,,,22:28 - 23:28,Por definir,,,,,,,,,
AV-41,Obligatoria,Fotografía,A,AV,,,Regular,8,MEFI,ROGER IRAN,MENDEZ CARRILLO,,,,,,,,16:00 - 19:00,57-1,16:00 - 19:00,Corredores-TUAV,,,,,,,
AV-42,Obligatoria,Fotografía,B,AV,,,Regular,8,MEFI,IGNACIO JOSE,RIVERO BULNES,,,,,,,,16:00 - 19:00,Corredores-TUAV,16:00 - 19:00,57-1,,,,,,,
AV-43,Obligatoria,Fotografía,ACOMP,AV,,,Regular,8,MEFI,ROGER IRAN,MENDEZ CARRILLO,,,,,,,,21:45 - 21:55,Por definir,,,,,,,,,
AV-44,Obligatoria,Fotografía,ACOMPAÑ,AV,,,Regular,8,MEFI,IGNACIO JOSE,RIVERO BULNES,,,,,,,,21:28 - 22:28,Por definir,,,,,,,,,
AV-45,Obligatoria,Fundamentos de la Composición Visual,A,AV,,,Regular,8,MEFI,MERCEDES JULIETA,LUNA BRETON,,,,,,,,7:00 - 10:00,Centro Cultural 1,7:00 - 10:00,Centro Cultural 1,,,,,,,
AV-46,Obligatoria,Fundamentos de la Composición Visual,B,AV,,,Regular,8,MEFI,VERONICA,RODRIGUEZ SERRANO,,,,,,,,7:00 - 10:00,57-1,7:00 - 10:00,57-1,,,,,,,
AV-47,Obligatoria,Fundamentos de la Composición Visual,ACOMP,AV,,,Regular,8,MEFI,MERCEDES JULIETA,LUNA BRETON,,,,,,,,21:01 - 22:01,pendiente,,,,,,,,,
AV-48,Obligatoria,Fundamentos de la Composición Visual,ACOMPAÑ,AV,,,Regular,8,MEFI,VERONICA,RODRIGUEZ SERRANO,,,,,,,,21:41 - 21:51,Por definir,,,,,,,,,
AV-49,Obligatoria,Fundamentos de la Fotografía,A,AV,,,Regular,6,MEFI,ROGER IRAN,MENDEZ CARRILLO,,,,,,,,13:00 - 16:00,57-4,,,,,,,,,
AV-50,Obligatoria,Fundamentos de la Fotografía,B,AV,,,Regular,6,MEFI,IGNACIO JOSE,RIVERO BULNES,,,,,,,,13:00 - 16:00,57-1,,,,,,,,,
AV-51,Obligatoria,Fundamentos de la Fotografía,ACOM,AV,,,Regular,6,MEFI,ROGER IRAN,MENDEZ CARRILLO,,,,,,,,21:30 - 21:40,Por definir,,,,,,,,,
AV-52,Obligatoria,Fundamentos de la Fotografía,ACOMP,AV,,,Regular,6,MEFI,IGNACIO JOSE,RIVERO BULNES,,,,,,,,21:12 - 21:22,Por definir,,,,,,,,,
AV-53,Obligatoria,Fundamentos de la Imagen Digital,A,AV,,,Regular,8,MEFI,JAVIER,BARRERA PERERA,,,,,,,,18:00 - 21:00,B4 (Ex Biblioteca),18:00 - 21:00,B4 (Ex Biblioteca),,,,,,,
AV-54,Obligatoria,Fundamentos de la Imagen Digital,ACOMP,AV,,,Regular,8,MEFI,JAVIER,BARRERA PERERA,,,,,,,,22:01 - 22:10,Por definir,,,,,,,,,
AV-55,Obligatoria,Fundamentos del Dibujo,A,AV,,,Regular,8,MEFI,NATALIA ISABEL,POLANCO CHI,,,,,,,,10:30 - 13:30,TALLER DE PINTURA,7:00 - 10:00,TALLER DE PINTURA,,,,,,,
AV-56,Obligatoria,Fundamentos del Dibujo,B,AV,,,Regular,8,MEFI,NATALIA ISABEL,POLANCO CHI,,,,,,,,10:00 - 13:00,TALLER DE PINTURA,10:00 - 13:00,TALLER DE PINTURA,,,,,,,
AV-57,Obligatoria,Fundamentos del Dibujo,ACOMP,AV,,,Regular,8,MEFI,NATALIA ISABEL,POLANCO CHI,,,,,,,,22:07 - 22:14,Por definir,,,,,,,,,
AV-58,Obligatoria,Historia del Arte I,A,AV,,,Regular,6,MEFI,CUAUHTEMOC,FERNANDO GARCÉS FIERROS,,,,,,,,10:00 - 13:00,AUDIOVISUAL-50,,,,,,,,,
AV-59,Obligatoria,Historia del Arte I,ACOMP,AV,,,Regular,6,MEFI,CUAUHTEMOC,FERNANDO GARCÉS FIERROS,,,,,,,,22:14 - 22:21,Por definir,,,,,,,,,
AV-60,Obligatoria,Historia del Arte II,A,AV,,,Regular,6,MEFI,NAYELI AYDE,MARTINEZ SANCHEZ,,,,,,,,18:00 - 21:00,AULA VERDE,,,,,,,,,
AV-61,Obligatoria,Historia del Arte II,ACOMP,AV,,,Regular,6,MEFI,NAYELI AYDE,MARTINEZ SANCHEZ,,,,,,,,21:49 - 21:59,Por definir,,,,,,,,,
AV-62,Obligatoria,Historia del Arte III,A,AV,,,Regular,6,MEFI,MARIA TERESA,MEZQUITA MENDEZ,,,,,,,,7:00 - 10:00,AUDIOVISUAL-50,,,,,,,,,
AV-63,Obligatoria,Historia del Arte III,ACOMP,AV,,,Regular,6,MEFI,MARIA TERESA,MEZQUITA MENDEZ,,,,,,,,21:49 - 21:53,Por definir,,,,,,,,,
AV-64,Obligatoria,Integración de Proyectos Artísticos,A,AV,,,Regular,6,MEFI,EDGAR HUMBERTO,CANUL GONZALEZ,,,,,,,,15:00 - 18:00,AUDIOVISUAL-50,,,,,,,,,
AV-65,Obligatoria,Integración de Proyectos Artísticos,ACOMPA,AV,,,Regular,6,MEFI,EDGAR HUMBERTO,CANUL GONZALEZ,,,,,,,,21:11 - 21:21,Por definir,,,,,,,,,
AV-66,Obligatoria,Introducción a las Artes Visuales,A,AV,,,Regular,6,MEFI,NAYELI AYDE,MARTINEZ SANCHEZ,,,,,,,,10:00 - 13:00,AUDIOVISUAL-50,,,,,,,,,
AV-67,Obligatoria,Introducción a las Artes Visuales,ACOMP,AV,,,Regular,6,MEFI,NAYELI AYDE,MARTINEZ SANCHEZ,,,,,,,,22:10 - 22:15,Por definir,,,,,,,,,
AV-68,Obligatoria,Metodología y Técnicas de la Investigación,A,AV,,,Regular,6,MEFI,ISELA GUADALUPE,GONZÁLEZ MARÍN,,,,,,,,10:00 - 13:00,AULA VERDE,,,,,,,,,
AV-69,Obligatoria,Metodología y Técnicas de la Investigación,ACOM,AV,,,Regular,6,MEFI,ISELA GUADALUPE,GONZÁLEZ MARÍN,,,,,,,,21:14 - 21:24,Por definir,,,,,,,,,
AV-70,Obligatoria,Nociones para el Ejercicio Profesional de las Artes Visuales,A,AV,,,Regular,6,MEFI,MARITZA ALEJANDRA,MARTINEZ DE COSS,,,,,,,,13:00 - 16:00,57-1,,,,,,,,,
AV-71,Obligatoria,Nociones para el Ejercicio Profesional de las Artes Visuales,ACOMP,AV,,,Regular,6,MEFI,MARITZA ALEJANDRA,MARTINEZ DE COSS,,,,,,,,22:15 - 22:20,Por definir,,,,,,,,,
AV-72,Obligatoria,Pensamiento Crítico Creativo,A,AV,,,Regular,6,MEFI,LUIS ADOLFO,CRUCES GOMEZ,,,,,,,,7:00 - 10:00,AUDITORIO,,,,,,,,,
AV-73,Obligatoria,Pensamiento Crítico Creativo,ACOMP,AV,,,Regular,6,MEFI,LUIS ADOLFO,CRUCES GOMEZ,,,,,,,,22:19 - 22:29,Por definir,,,,,,,,,
AV-74,Obligatoria,Pintura I,A,AV,,,Regular,8,MEFI,JENIFFER CRISTAL,GALEANA HURTADO,,,,,,,,11:00 - 14:00,TALLER DE PINTURA,7:00 - 10:00,TALLER DE PINTURA,,,,,,,
AV-75,Obligatoria,Pintura I,ACOMP,AV,,,Regular,8,MEFI,JENIFFER CRISTAL,GALEANA HURTADO,,,,,,,,21:13 - 21:20,Por definir,,,,,,,,,
AV-76,Obligatoria,Pintura II,A,AV,,,Regular,8,MEFI,JORGE ALBERTO,DE JESUS MENDEZ ARCEO,,,,,,,,18:00 - 21:00,TALLER DE PINTURA,18:00 - 21:00,TALLER DE PINTURA,,,,,,,
AV-77,Obligatoria,Pintura II,ACOMP,AV,,,Regular,8,MEFI,JORGE ALBERTO,DE JESUS MENDEZ ARCEO,,,,,,,,22:14 - 22:24,Por definir,,,,,,,,,
AV-78,Obligatoria,Producción Artística en Yucatán de los Siglos XIX al XXI,A,AV,,,Regular,6,MEFI,TAIMY MARGARITA,DE LOS ANGELES PEREZ CAAMAL,,,,,,,,13:00 - 16:00,AUDIOVISUAL-50,,,,,,,,,
AV-79,Obligatoria,Producción Artística en Yucatán de los Siglos XIX al XXI,ACOMP,AV,,,Regular,6,MEFI,TAIMY MARGARITA,DE LOS ANGELES PEREZ CAAMAL,,,,,,,,21:16 - 21:26,Por definir,,,,,,,,,
AV-80,Obligatoria,Proyecto Final II,A,AV,,,Regular,10,MEFI,MARITZA ALEJANDRA,MARTINEZ DE COSS,,,,,,,,10:00 - 13:00,57-1,8:30 - 10:30,57-4,,,,,,,
AV-81,Obligatoria,Proyecto Final II,ACOMP,AV,,,Regular,10,MEFI,MARITZA ALEJANDRA,MARTINEZ DE COSS,,,,,,,,21:11 - 21:21,Por definir,,,,,,,,,
AV-82,Obligatoria,Proyecto Final II,B,AV,,,Regular,10,MEFI,ISELA GUADALUPE,GONZÁLEZ MARÍN,,,,,,,,8:00 - 10:00,MUSEO 4,7:00 - 10:00,57-4,,,,,,,
AV-83,Obligatoria,Proyecto Final II,ACOMPAÑ,AV,,,Regular,10,MEFI,ISELA GUADALUPE,GONZÁLEZ MARÍN,,,,,,,,21:12 - 21:22,Por definir,,,,,,,,,
AV-84,Obligatoria,Proyecto final I,A,AV,,,Regular,12,MEFI,TAIMY MARGARITA,DE LOS ANGELES PEREZ CAAMAL,,,,,,,,10:00 - 13:00,57-4,10:00 - 13:00,57-4,,,,,,,
AV-85,Obligatoria,Proyecto final I,B,AV,,,Regular,12,MEFI,ISELA GUADALUPE,GONZÁLEZ MARÍN,,,,,,,,10:00 - 13:00,57-3,7:00 - 10:00,57-1,,,,,,,
AV-86,Obligatoria,Proyecto final I,ACOM,AV,,,Regular,12,MEFI,ISELA GUADALUPE,GONZÁLEZ MARÍN,,,,,,,,21:19 - 21:29,Por definir,,,,,,,,,
AV-87,Obligatoria,Proyecto final I,ACOMPA,AV,,,Regular,12,MEFI,TAIMY MARGARITA,DE LOS ANGELES PEREZ CAAMAL,,,,,,,,21:20 - 21:30,Por definir,,,,,,,,,
AV-88,Obligatoria,Responsabilidad Social Universitaria,A,AV,,,Regular,6,MEFI,MANUEL JESUS,HERRERA GONGORA,,,,,,,,13:22 - 13:32,VIRTUAL,,,,,,,,,
AV-89,Obligatoria,Seminario de Proyectos A,A,AV,,,Regular,9,MEFI,MARITZA ALEJANDRA,MARTINEZ DE COSS,,,,,,,,13:00 - 16:00,57-1,10:30 - 12:00,57-4,,,,,,,
AV-90,Obligatoria,Seminario de Proyectos A,B,AV,,,Regular,9,MEFI,JENIFFER CRISTAL,GALEANA HURTADO,,,,,,,,7:00 - 10:00,57-1,13:00 - 14:30,Centro Cultural 1,,,,,,,
AV-91,Obligatoria,Seminario de Proyectos A,ACOM,AV,,,Regular,9,MEFI,MARITZA ALEJANDRA,MARTINEZ DE COSS,,,,,,,,23:01 - 23:10,Por definir,,,,,,,,,
AV-92,Obligatoria,Seminario de Proyectos A,ACOMPA,AV,,,Regular,9,MEFI,JENIFFER CRISTAL,GALEANA HURTADO,,,,,,,,23:11 - 23:19,Por definir,,,,,,,,,
AV-93,Obligatoria,Seminario de Proyectos B,A,AV,,,Regular,9,MEFI,MARITZA ALEJANDRA,MARTINEZ DE COSS,,,,,,,,7:00 - 10:00,57-1,7:00 - 8:30,57-4,,,,,,,
AV-94,Obligatoria,Seminario de Proyectos B,ACOM,AV,,,Regular,9,MEFI,MARITZA ALEJANDRA,MARTINEZ DE COSS,,,,,,,,21:31 - 21:41,Por definir,,,,,,,,,
AV-95,Obligatoria,Seminario de Proyectos B,B,AV,,,Regular,9,MEFI,NATALIA ISABEL,POLANCO CHI,,,,,,,,9:00 - 10:30,48 B,10:00 - 13:00,48 B,,,,,,,
AV-96,Obligatoria,Seminario de Proyectos B,ACOMPA,AV,,,Regular,9,MEFI,NATALIA ISABEL,POLANCO CHI,,,,,,,,23:06 - 23:16,Por definir,,,,,,,,,
AV-97,Obligatoria,Sociología del Arte,A,AV,,,Regular,6,MEFI,JESUS ANTONIO,PEREZ ARANDA,,,,,,,,10:00 - 13:00,AUDIOVISUAL-50,,,,,,,,,
AV-98,Obligatoria,Sociología del Arte,ACOM,AV,,,Regular,6,MEFI,JESUS ANTONIO,PEREZ ARANDA,,,,,,,,21:33 - 21:43,Por definir,,,,,,,,,
AV-99,Obligatoria,Taller de Comunicación para la Fundamentación de las Artes Visuales,A,AV,,,Regular,6,MEFI,MARIO,MENDICUTI ABARCA,,,,,,,,15:00 - 18:00,AUDIOVISUAL-50,,,,,,,,,
AV-100,Obligatoria,Teoría del Arte,A,AV,,,Regular,6,MEFI,NAYELI AYDE,MARTINEZ SANCHEZ,,,,,,,,14:00 - 17:00,AULA VERDE,,,,,,,,,
AV-101,Obligatoria,Teoría del Arte,ACOMPAÑ,AV,,,Regular,6,MEFI,NAYELI AYDE,MARTINEZ SANCHEZ,,,,,,,,21:01 - 22:01,pendiente,,,,,,,,,
AV-102,Obligatoria,Ética en las Artes Visuales,A,AV,,,Regular,6,MEFI,ALVAR OMAR,CANTO TORRES,,,,,,,,7:00 - 10:00,AUDIOVISUAL-50,,,,,,,,,
AV-103,Optativa,Apreciación artística,A,AV,,,Regular,6,MEFI,LUIS ADOLFO,CRUCES GOMEZ,,,,,,,,7:00 - 10:00,57-4,,,,,,,,,
AV-104,Optativa,Dibujo Artístico,A,AV,,,Regular,6,MEFI,JOSE EDUVIGES,POOL OJEDA,,,,,,,,9:00 - 13:00,Centro Cultural 1,,,,,,,,,
AV-105,Optativa,Gestión del Estrés para estudiantes Universitarios,A,AV,,,Regular,5,MEFI,CARLOS ALBERTO,LOPE GONZALEZ,,,,,,,,10:00 - 13:00,48 A,,,,,,,,,
AV-106,Optativa,"Taller de escritura para artes, diseño del hábitat y arquitectura",A,AV,,,Regular,3,MEFI,MARIO,MENDICUTI ABARCA,,,,,,,,8:00 - 9:30,57-4,8:00 - 9:30,AUDIOVISUAL-50,,,,,,,
AV-107,Optativa,Acrilicos y Lacas,A,AV,,,Regular,6,MEFI,JORGE ALBERTO,DE JESUS MENDEZ ARCEO,,,,,,,,15:00 - 18:00,TALLER DE PINTURA,,,,,,,,,
AV-108,Optativa,Acuarela y gouache,A,AV,,,Regular,6,MEFI,MERCEDES JULIETA,LUNA BRETON,,,,,,,,10:00 - 13:00,Centro Cultural 1,10:00 - 13:00,Centro Cultural 1,,,,,,,
AV-109,Optativa,Acuarela y gouache,ACOMP,AV,,,Regular,6,MEFI,MERCEDES JULIETA,LUNA BRETON,,,,,,,,22:01 - 22:15,Centro Cultural 1,,,,,,,,,
AV-110,Optativa,Animación,A,AV,,,Regular,6,MEFI,RAMON FRANCISCO,ROSADO ROSADO,,,,,,,,18:00 - 20:00,B4 (Ex Biblioteca),18:00 - 20:00,B4 (Ex Biblioteca),,,,,,,
AV-111,Optativa,Animación,ACOM,AV,,,Regular,6,MEFI,RAMON FRANCISCO,ROSADO ROSADO,,,,,,,,22:11 - 22:21,Por definir,,,,,,,,,
AV-112,Optativa,Arte Latinoamericano del siglo XX,A,AV,,,Regular,6,MEFI,EDUARDO JOSÉ,RODRÍGUEZ MEDINA,,,,,,,,7:00 - 10:00,48 B,,,,,,,,,
AV-113,Optativa,Desarrollo Comunitario y Gestión,A,AV,,,Regular,6,MEFI,MARTHA ALEJANDRA,ARAGON QUINTAL,,,,,,,,9:00 - 13:30,B5 (Ex Biblioteca),,,,,,,,,
AV-114,Optativa,Desarrollo Comunitario y Gestión,ACO,AV,,,Regular,6,MEFI,MARTHA ALEJANDRA,ARAGON QUINTAL,,,,,,,,21:00 - 22:00,sala de maestros - convento,,,,,,,,,
AV-115,Optativa,Experimentación plástica,A,AV,,,Regular,6,MEFI,JAVIER,BARRERA PERERA,,,,,,,,18:00 - 21:00,48 B,18:00 - 21:00,48 B,,,,,,,
AV-116,Optativa,Fenomenología del arte,A,AV,,,Regular,6,MEFI,JESUS ANTONIO,PEREZ ARANDA,,,,,,,,10:00 - 13:00,57-1,,,,,,,,,
AV-117,Optativa,Formación Cinematográfica Aplicada,A,AV,,,Regular,6,MEFI,MANUEL ALEJANDRO,ESCOFFIE DUARTE,,,,,,,,9:00 - 13:00,AUDIOVISUAL-50,,,,,,,,,
AV-118,Optativa,Ilustración digital II,A,AV,,,Regular,6,MEFI,ANTONIO RENÉ,RUBIO CANTO,,,,,,,,15:00 - 17:00,COMPUTO 2,15:00 - 17:00,COMPUTO 2,,,,,,,
AV-119,Optativa,Ilustración digital,A,AV,,,Regular,6,MEFI,ANTONIO RENÉ,RUBIO CANTO,,,,,,,,13:00 - 15:00,COMPUTO 2,13:00 - 15:00,COMPUTO 2,,,,,,,
AV-120,Optativa,Ilustración tradicional,A,AV,,,Regular,6,MEFI,JUAN CARLOS,CHAB MEDINA,,,,,,,,10:00 - 13:00,BOVEDA 2,,,,,,,,,
AV-121,Optativa,Introducción a la Conservación del Patrimonio Cultural,A,AV,,,Regular,6,MEFI,CUAUHTEMOC,FERNANDO GARCÉS FIERROS,,,,,,,,10:00 - 14:00,48 A,,,,,,,,,
AV-122,Optativa,Introducción a la Enseñanza Artística,A,AV,,,Regular,6,MEFI,EDUARDO JOSÉ,RODRÍGUEZ MEDINA,,,,,,,,10:00 - 13:00,48 B,,,,,,,,,
AV-123,Optativa,Laboratorio de Fotografía en Blanco y Negro,A,AV,,,Regular,6,MEFI,SHIRLEY MELISA,GOMEZ GONZALEZ,,,,,,,,10:00 - 14:00,LABORATORIO FOTOGRAFICO 1,,,,,,,,,
AV-124,Optativa,Legislación Artística,A,AV,,,Regular,6,MEFI,GIOVANNA ELIA MINERVA,MÉZQUITA MENDEZ,,,,,,,,7:00 - 10:00,AULA AZUL,,,,,,,,,
AV-125,Optativa,Modelado digital,A,AV,,,Regular,6,MEFI,ANTONIO RENÉ,RUBIO CANTO,,,,,,,,15:00 - 17:00,COMPUTO 2,15:00 - 17:00,COMPUTO 2,,,,,,,
AV-126,Optativa,Perspectiva a mano alzada,A,AV,,,Regular,6,MEFI,MERCEDES JULIETA,LUNA BRETON,,,,,,,,8:00 - 10:00,Centro Cultural 1,8:00 - 10:00,Centro Cultural 1,,,,,,,
AV-127,Optativa,Pintura Digital,A,AV,,,Regular,6,MEFI,ANTONIO RENÉ,RUBIO CANTO,,,,,,,,13:00 - 15:00,COMPUTO 2,13:00 - 15:00,COMPUTO 2,,,,,,,
AV-128,Optativa,Políticas Culturales,A,AV,,,Regular,6,MEFI,GIOVANNA ELIA MINERVA,MÉZQUITA MENDEZ,,,,,,,,7:00 - 10:00,AULA AZUL,,,,,,,,,
AV-129,Optativa,Psicología del Arte,A,AV,,,Regular,6,MEFI,RICARDO,JAVIER MARTINEZ SANCHEZ,,,,,,,,10:00 - 13:00,AUDIOVISUAL-50,,,,,,,,,
AV-130,Optativa,Serigrafia ll,A,AV,,,Regular,6,MEFI,RAMON FRANCISCO,ROSADO ROSADO,,,,,,,,7:00 - 13:00,LABORATORIO SERIGRAFIA,,,,,,,,,
AV-131,Optativa,Serigrafía,A,AV,,,Regular,6,MEFI,RAMON FRANCISCO,ROSADO ROSADO,,,,,,,,9:00 - 13:00,LABORATORIO SERIGRAFIA,,,,,,,,,
AV-132,Optativa,Taller Experimental de CIANOTIPIA,A,AV,,,Regular,6,MEFI,PENDIENTE,POR CONFIRMAR,,,,,,,,10:00 - 13:00,LABORATORIO FOTOGRAFICO 1,,,,,,,,,
AV-133,Optativa,Taller Experimental de Estampa,A,AV,,,Regular,8,MEFI,JOSE EDUVIGES,POOL OJEDA,,,,,,,,13:00 - 16:00,ANEXO A,13:00 - 16:00,ANEXO A,,,,,,,
AV-134,Optativa,"Taller de Cómic, Manga y Narrativa Gráfica",A,AV,,,Regular,6,MEFI,JUAN JOSÉ,SABIDO BASTARRACHEA,,,,,,,,15:00 - 17:00,Centro Cultural 1,15:00 - 17:00,Centro Cultural 1,,,,,,,
AV-135,Optativa,Ciudades Futuras,A,AV,,,Regular,6,MEFI,YOLANDA,FERNANDEZ MARTINEZ,,,,,,,,9:00 - 13:00,AULA MAGNA,,,,,,,,,
AV-136,Optativa,Óleo,A,AV,,,Regular,6,MEFI,JORGE ALBERTO,DE JESUS MENDEZ ARCEO,,,,,,,,18:00 - 21:00,TALLER DE PINTURA,,,,,,,,,
